id,app_package,app_name,user,comment,rating,likes,total_votes,date,version_code,from_developer,is_edited,scraped_at,sentiment_label,metadata
182607753,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,بهنام امینی,خدایی 5تا ستاره کمه بهترین همراه بانک کار میکنم من اکثر همراه بانک رو گوشیم فعال دارم اما تجارت و ملت یه چیز دیگه هست,5,1,5,۱۴۰۴/۰۴/۱۴,5016,False,False,2025-07-20T17:30:56.294754,positive,"{'input_tokens': 170, 'output_tokens': 1, 'total_tokens': 171, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535674', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182738908,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,محمد,خیلی خیلی بیخوده,1,2,4,۱۴۰۴/۰۴/۱۸,5016,False,False,2025-07-20T17:31:00.094150,negative,"{'input_tokens': 141, 'output_tokens': 1, 'total_tokens': 142, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535679', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182346936,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,motezas,برا برداشت 2هزارتومان 900 تومن کارمزد کم کردچرا واقعا؟؟؟؟ چرا پل یا گزینه های اختیاری ندارید برا کارمزد.. گذاشتید فقط رو گرانترین کارمزد؟؟ تاسف برا خودم,1,2,4,۱۴۰۴/۰۴/۰۷,5016,False,False,2025-07-20T17:31:00.094161,negative,"{'input_tokens': 191, 'output_tokens': 1, 'total_tokens': 192, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535684', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
106897715,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,ایمان از تهران,با سلام لطفا اسم واریز کننده رو در صوتحساب بیارید که این درخواست همه مشتریاست با تشکر.,5,3,4,۱۴۰۴/۰۴/۰۶,5016,False,False,2025-07-20T17:31:00.094164,neutral,"{'input_tokens': 161, 'output_tokens': 1, 'total_tokens': 162, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535689', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182745289,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,najmeh,قسمت کارت به کارت کار مشکل پیدا کرده دائم خطای صحیح نبودن کارت میده,1,2,3,۱۴۰۴/۰۴/۱۸,5016,False,False,2025-07-20T17:31:00.094166,negative,"{'input_tokens': 153, 'output_tokens': 1, 'total_tokens': 154, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535695', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182687368,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,کاربر بی‌نام,واقعان برنامه فوقالعاده ایی هست خیلی راحت همه کار انجام میدی با چنتا دکمه عالیییییی دمتون گرم,5,1,3,۱۴۰۴/۰۴/۱۷,5016,False,False,2025-07-20T17:31:00.094168,positive,"{'input_tokens': 168, 'output_tokens': 1, 'total_tokens': 169, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535700', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182620059,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,ولی اله محمدجانی,لطفا گزینه پرداخت تسهیلات را فعال کنید با تشکر,2,2,3,۱۴۰۴/۰۴/۱۵,5016,False,False,2025-07-20T17:31:00.094170,neutral,"{'input_tokens': 149, 'output_tokens': 1, 'total_tokens': 150, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535705', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182570464,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,مهدی عادلی پور,خیلی خوب است برای کار های بانگی راحت است,5,1,3,۱۴۰۴/۰۴/۱۳,467,False,False,2025-07-20T17:31:00.094174,positive,"{'input_tokens': 146, 'output_tokens': 1, 'total_tokens': 147, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535710', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182519749,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,کاربر بی‌نام,همراه بانک تجارت عالیه این یک ستاره هم کم زدم به خاطره این که خیلی چیز هارو کم داره لطفا بروز باشید,4,1,3,۱۴۰۴/۰۴/۱۲,5016,False,False,2025-07-20T17:31:00.094175,negative,"{'input_tokens': 166, 'output_tokens': 1, 'total_tokens': 167, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535715', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182508292,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,عزیز,نسخه جدید نرم افزار بسیار عالی و کاربردیه تقریبا تمامی کار های بانکی خودم رو با این نرم افزار انجام میدم در کل خیلی خیلی خوبه,5,1,3,۱۴۰۴/۰۴/۱۱,5016,False,False,2025-07-20T17:31:00.094178,positive,"{'input_tokens': 168, 'output_tokens': 1, 'total_tokens': 169, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535720', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182417171,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,کاربر بی‌نام,عالی خارج ازکشورم کارمیکنه؟,5,1,3,۱۴۰۴/۰۴/۰۹,5016,False,False,2025-07-20T17:31:03.472709,positive,"{'input_tokens': 147, 'output_tokens': 1, 'total_tokens': 148, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535725', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182399282,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,ahmad.daraei,سلام وعرض ارادت خدمت همه پرسنل خوب وباران بانک تجارت بهترین نرم افزار روداره خیلی عالیه سپاسگزارم,5,1,3,۱۴۰۴/۰۴/۰۸,5016,False,False,2025-07-20T17:31:03.472710,positive,"{'input_tokens': 164, 'output_tokens': 1, 'total_tokens': 165, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535732', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182373262,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,محسن,سلام لطفا مدیریت نقدینگی رو به بابت انتقال وجه اضافه کنید,3,2,3,۱۴۰۴/۰۴/۰۷,5016,False,False,2025-07-20T17:31:03.472711,neutral,"{'input_tokens': 149, 'output_tokens': 1, 'total_tokens': 150, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535737', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182127751,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,کاربر بی‌نام,دیگه نمیشه سابقه تراکنشو پاک کرد یا باید فعالش کنیم,5,2,3,۱۴۰۴/۰۴/۰۳,5016,False,False,2025-07-20T17:31:03.472712,negative,"{'input_tokens': 151, 'output_tokens': 1, 'total_tokens': 152, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535742', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182053081,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,محمد,واقعا ستاره نداره. برای ثبت نظر فقط ی ستاره میدم واقعا ستاره نداره,1,2,3,۱۴۰۴/۰۴/۰۲,5016,False,False,2025-07-20T17:31:03.472713,negative,"{'input_tokens': 157, 'output_tokens': 1, 'total_tokens': 158, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535747', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
181941579,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,محمد,واقعا چرا نمیشه اقساط مشاهده کرد؟!!!,1,2,3,۱۴۰۴/۰۳/۳۱,5016,False,False,2025-07-20T17:31:03.472714,negative,"{'input_tokens': 147, 'output_tokens': 1, 'total_tokens': 148, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535753', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182765206,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,اسماعیل,کارت به کارت برای من ممکن نیست. گزینه ی بررسی غیر فعاله و کار نمی کنه.,3,1,2,۱۴۰۴/۰۴/۱۹,5016,False,False,2025-07-20T17:31:03.472715,negative,"{'input_tokens': 155, 'output_tokens': 1, 'total_tokens': 156, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535759', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182765023,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,حمیدرضا,سلام امروز هرچه رمزمیزنم میگه اشتباه تا یک ساعت دیگه بازم میزنم همو رمز خودمو میزنم میگه اشتباس,5,1,2,۱۴۰۴/۰۴/۱۹,5016,False,False,2025-07-20T17:31:03.472716,negative,"{'input_tokens': 170, 'output_tokens': 1, 'total_tokens': 171, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535764', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182761824,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,بابک۰۰۷,حدود 5تا همراه بانک دارم و از همشون استفاده میکنم تنها همراه بانکی که مدام بازی در میاره مدام بعد به روز رسانی تغیرات من دراوردی داره این همراه بانک مزخرف تجارت هست کلا این بانک از بدود پیدایش نسبط به بانک های دیگه همیشه برای مشتری یه مشکلی درست میکرد,1,1,2,۱۴۰۴/۰۴/۱۹,5016,False,False,2025-07-20T17:31:03.472717,negative,"{'input_tokens': 213, 'output_tokens': 1, 'total_tokens': 214, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535769', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182748026,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,خ.باقری,سلام خسته نباشید چرا این برنامه گردش حساب نداره یعنی برنامه نویس محترم یادش رفته,2,1,2,۱۴۰۴/۰۴/۱۸,5016,False,False,2025-07-20T17:31:06.163180,negative,"{'input_tokens': 158, 'output_tokens': 1, 'total_tokens': 159, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535774', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182977431,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,دلبحن,باسلام من برنامه رو کردم، متاسفانه رفته رو قسمت همراز، هرچقدر ک میزنم همراه بانک و فراموشی رمز وارد برنامه نمیشه,2,0,1,۱۴۰۴/۰۴/۲۶,5016,False,False,2025-07-20T17:31:06.163197,negative,"{'input_tokens': 172, 'output_tokens': 1, 'total_tokens': 173, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535779', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182973489,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,مرتضی,چرا وقتی میخای کارت به کارت کنی اون گزینه بررسی غیر فعاله مسخره کردین,2,0,1,۱۴۰۴/۰۴/۲۶,5016,False,False,2025-07-20T17:31:06.163200,negative,"{'input_tokens': 157, 'output_tokens': 1, 'total_tokens': 158, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535784', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182729861,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,اکبر,از وقتی به روز رسانی کروم دیگ نمیتونم کارت به کارت کنم هوووف راهی بلدید راهنمایی کنید لطفا,1,1,1,۱۴۰۴/۰۴/۱۸,5016,False,False,2025-07-20T17:31:06.163202,negative,"{'input_tokens': 166, 'output_tokens': 1, 'total_tokens': 167, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535789', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182716262,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,نگین مرادی,تازگی وقتی بازش می کنم یه مستطیل سفید میاد روش و نمیشه باهاش کار کرد,3,1,1,۱۴۰۴/۰۴/۱۸,467,False,False,2025-07-20T17:31:06.163205,negative,"{'input_tokens': 159, 'output_tokens': 1, 'total_tokens': 160, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535794', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182695984,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,ایمان شبخوان,اطلاعات تسهیلات رو نمیده,1,1,1,۱۴۰۴/۰۴/۱۷,5016,False,False,2025-07-20T17:31:06.163207,negative,"{'input_tokens': 144, 'output_tokens': 1, 'total_tokens': 145, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535799', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182682596,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,زهرا حلمی,چرا نرم افزار کارت به کارت انجام نمیده از دیشب مشکل دار رمز پویا می فرسته بعد کارت به کارت انجام نمیشه پول و برگشت میزنه تو نرم افزار میزنه خطای پیش بینی نشده. لطفا رسیدگی کنین,4,1,1,۱۴۰۴/۰۴/۱۷,5016,False,False,2025-07-20T17:31:06.163211,negative,"{'input_tokens': 187, 'output_tokens': 1, 'total_tokens': 188, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535804', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182682549,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,امیر,نصب میشه اجرا نمیشه با گوشی سامس اندروید چند این اجرا میشه,1,1,1,۱۴۰۴/۰۴/۱۷,467,False,False,2025-07-20T17:31:06.163214,negative,"{'input_tokens': 154, 'output_tokens': 1, 'total_tokens': 155, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535811', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182679018,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,امیرمهدی,من دوساله که نمیتونم از این همراه بانک استفاده کنم بقیه مشکلی ندارن فقط برای من اینجوریه انگار در زمان کارت به کارت و گرفتن رمز پویا و خرید اینترنتی ارور: تعداد رمز غلط بیش از حد مجاز دریافت میکنم اصلا کار نمیکنه. پیگیری هم کردم درست نشد حتی کارت رو عوض کردم باز هم درست نشد! همیشه ارور میده خسته شدم,1,1,1,۱۴۰۴/۰۴/۱۷,5016,False,True,2025-07-20T17:31:09.537907,negative,"{'input_tokens': 228, 'output_tokens': 1, 'total_tokens': 229, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535816', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182660805,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,شیده,بروزرسانی کردم کارت ب کارت نمیتونم کنم,1,1,1,۱۴۰۴/۰۴/۱۶,5016,False,False,2025-07-20T17:31:09.537916,negative,"{'input_tokens': 149, 'output_tokens': 1, 'total_tokens': 150, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535821', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182648256,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,صیاد,چرا در برنامه در لیست انتقال شبا مدیریت نقدینگی وجود ندارد,4,1,1,۱۴۰۴/۰۴/۱۶,5016,False,False,2025-07-20T17:31:09.537917,negative,"{'input_tokens': 151, 'output_tokens': 1, 'total_tokens': 152, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535826', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182647510,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,rasol,نسخه قبل بهتر بود قابل حذف کردن تراکنش داشت,2,1,1,۱۴۰۴/۰۴/۱۶,5016,False,False,2025-07-20T17:31:09.537918,negative,"{'input_tokens': 147, 'output_tokens': 1, 'total_tokens': 148, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535832', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182645438,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,بیبع,چجوری باید ثبت نام کنی,4,0,1,۱۴۰۴/۰۴/۱۶,5016,False,False,2025-07-20T17:31:09.537919,neutral,"{'input_tokens': 143, 'output_tokens': 1, 'total_tokens': 144, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535837', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182600466,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,نجیب الله محمدی,کار نه میکونه,1,1,1,۱۴۰۴/۰۴/۱۴,5016,False,False,2025-07-20T17:31:09.537921,negative,"{'input_tokens': 140, 'output_tokens': 1, 'total_tokens': 141, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535842', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182509854,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,علیاکبر,ازوقتی بروزرسانی کردم تمام برنامه هاش حذف شد,5,0,1,۱۴۰۴/۰۴/۱۱,5016,False,False,2025-07-20T17:31:09.537922,negative,"{'input_tokens': 149, 'output_tokens': 1, 'total_tokens': 150, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535847', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
182481474,ir.tejaratbank.tata.mobile.android.tejarat,Tejarat Bank,حسین امیدی,چرا فعالسازی تراکنشهای بانکی را ندارد,1,1,1,۱۴۰۴/۰۴/۱۱,5016,False,False,2025-07-20T17:31:09.537923,negative,"{'input_tokens': 147, 'output_tokens': 1, 'total_tokens': 148, 'model': 'gpt-4.1-mini-2025-04-14', 'timestamp': '2025-07-21T01:04:47.535852', 'batch_id': 'batch_687d5fe210508190b74fd97c6b02754c'}"
